Age,Gender,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,EducationBackground_Life Sciences,EducationBackground_Marketing,EducationBackground_Medical,EducationBackground_Other,EducationBackground_Technical Degree,MaritalStatus_Married,MaritalStatus_Single,EmpDepartment_Development,EmpDepartment_Finance,EmpDepartment_Human Resources,EmpDepartment_Research & Development,EmpDepartment_Sales,EmpJobRole_Data Scientist,EmpJobRole_Delivery Manager,EmpJobRole_Developer,EmpJobRole_Finance Manager,EmpJobRole_Healthcare Representative,EmpJobRole_Human Resources,EmpJobRole_Laboratory Technician,EmpJobRole_Manager,EmpJobRole_Manager R&D,EmpJobRole_Manufacturing Director,EmpJobRole_Research Director,EmpJobRole_Research Scientist,EmpJobRole_Sales Executive,EmpJobRole_Sales Representative,EmpJobRole_Senior Developer,EmpJobRole_Senior Manager R&D,EmpJobRole_Technical Architect,EmpJobRole_Technical Lead,PerformanceRating
41,1,2,9,4,3,94,3,1,1,1,0,20,2,0.19548584982247127,2,3,0.25,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
24,0,2,16,2,4,93,2,1,1,1,0,20,3,0.04339424372796991,2,3,0.044624029390421066,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
33,1,2,2,3,4,59,2,2,4,1,0,22,2,0.2211647489184949,4,3,0.2759233787852679,4,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
31,0,1,22,4,3,89,2,1,2,2,0,22,1,0.2887192690875834,1,3,0.3014023255742056,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
28,0,2,9,3,4,93,2,1,3,1,0,22,3,0.16852256560983503,3,2,0.21482897963442263,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
37,0,1,7,3,3,46,2,2,4,0,0,19,1,0.2874617208459042,2,2,0.35000000000000003,7,0,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
42,1,2,21,2,3,58,2,3,1,1,0,21,3,0.4000728631695788,4,2,0.5601020084374103,9,5,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
29,1,0,5,2,2,44,2,1,2,0,0,17,1,0.165283443265532,1,3,0.2127936411434896,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
22,1,2,8,2,3,55,3,1,1,0,0,23,3,0.09965525714059656,4,3,0.10967823999789014,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
34,0,1,2,3,3,70,3,1,3,2,0,20,3,0.2003432645164726,2,2,0.1268268567743539,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
33,0,2,2,3,3,74,3,1,2,2,0,22,4,0.42845389311130333,2,3,0.11673979984185567,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
54,0,2,10,3,3,79,2,1,2,6,0,20,2,0.3214285714285714,3,2,0.1785321100560699,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
41,1,2,7,3,3,92,3,2,1,3,0,16,2,0.42505741949185527,2,3,0.16372990317785063,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
28,0,2,9,3,4,92,2,1,2,3,0,21,3,0.14065533625295795,4,2,0.11729367688535286,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
32,0,1,19,2,4,32,3,2,4,2,0,21,2,0.3798492648563474,2,2,0.37268345619832965,6,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
50,1,2,21,3,3,61,2,4,3,1,0,22,2,0.41011350575227684,3,3,0.41685754311967216,7,3,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
36,0,2,1,3,2,59,3,2,4,3,0,17,3,0.41727977167508307,3,3,0.30000000000000004,5,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
45,0,1,1,2,3,71,2,3,1,5,0,23,2,0.9509827420400017,2,2,0.25,15,14,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
57,0,2,1,2,4,75,3,4,1,3,0,21,3,0.3571428571428571,2,2,0.432760648835091,7,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
43,0,0,1,1,3,71,2,3,3,2,0,23,4,0.845756164458644,2,2,0.43463583532211536,12,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
54,0,2,1,2,4,71,3,4,2,5,0,21,3,0.3571428571428571,2,2,0.35904057048038257,6,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
34,1,1,6,2,3,36,3,2,3,1,0,20,3,0.4337120230317128,2,3,0.397601055918534,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
28,1,2,9,3,3,94,3,1,3,1,0,22,3,0.17857142857142855,2,2,0.25,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
24,1,2,1,2,3,47,3,1,3,1,0,21,3,0.06045138850820793,2,3,0.07770555512919289,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
41,1,1,4,4,2,46,2,2,1,6,0,16,3,0.49883576722527945,2,3,0.570949171762245,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
40,1,2,1,2,4,76,3,1,3,3,0,21,1,0.4346935877074856,3,3,0.25,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
41,1,1,18,3,4,62,3,1,3,6,0,20,1,0.2749839218498756,1,3,0.1800450188203484,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
40,0,2,1,2,4,80,2,1,4,1,0,21,2,0.31450583984261027,2,2,0.22718688225423636,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
30,0,1,11,3,4,89,1,1,1,4,1,20,2,0.12981413481149456,4,3,0.07934947184023106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
38,1,2,2,2,4,77,3,1,2,4,0,20,1,0.4491814342478348,3,3,0.25,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
28,1,0,5,2,2,43,2,1,2,0,0,16,1,0.17021004769127462,2,3,0.22658813353556903,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
19,0,0,1,2,4,98,2,1,3,1,0,15,2,0.04928090271794705,4,4,0.06899326380512588,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
34,0,0,13,3,3,36,3,2,4,2,1,24,1,0.40381118061857346,2,3,0.4794463773883358,7,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
50,0,1,1,3,1,93,3,1,2,6,0,13,4,0.39032770009689893,3,3,0.2770537629152823,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
38,0,1,1,4,2,63,2,2,3,0,0,24,3,0.6800300381128094,1,3,0.8840578233671583,5,9,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
40,0,2,20,3,3,36,3,2,4,1,0,25,1,0.6509401181470902,2,3,0.9113161654059263,11,9,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
40,0,1,2,3,2,78,2,2,2,6,0,19,1,0.5724351250773465,3,3,0.10957724746751442,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
44,0,1,7,4,2,49,1,2,4,1,0,17,2,0.4648880954507758,2,3,0.2747469999106742,4,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
45,0,1,2,3,3,68,3,3,1,7,0,23,1,0.9680197339959161,1,3,0.3283516517100054,13,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
19,0,0,3,1,2,99,1,1,1,0,0,21,1,0.03571428571428571,4,4,0.011253988236328047,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
23,0,1,5,3,4,95,3,1,4,1,0,19,3,0.09340398496818351,3,2,0.13076557895545693,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
23,0,1,16,2,3,94,2,1,2,1,0,21,3,0.03571428571428571,2,3,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
39,0,2,7,4,4,76,2,2,1,5,1,22,2,0.6071309161463081,2,3,0.43327203621771526,6,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
39,0,1,1,4,3,76,2,3,2,0,0,22,4,0.780603343669602,2,2,0.3000872320378998,3,11,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
20,0,0,3,3,4,95,2,1,3,2,0,16,3,0.02912033908978232,5,3,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
24,1,2,7,3,3,57,4,1,1,0,0,21,2,0.1458360404459446,3,3,0.15000000000000002,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
38,1,2,6,4,3,96,3,1,3,3,0,15,2,0.22974776060480692,4,3,0.25,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
33,0,0,15,2,3,36,3,2,3,1,0,24,3,0.2535521067476391,2,3,0.30745942417004224,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
57,0,2,1,2,1,85,3,1,1,2,0,21,2,0.2920375652121984,3,3,0.10461354534369206,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
58,0,2,4,3,3,81,3,1,1,4,0,20,1,0.4149259154418821,3,2,0.07547162450848661,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
29,0,1,11,2,3,76,2,1,2,1,0,20,2,0.06394487059902428,2,3,0.089522818838634,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
40,0,1,15,3,4,83,2,3,4,3,0,22,2,0.69096520969523,3,2,0.8121003695923777,12,4,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
45,1,1,3,2,3,91,3,3,3,6,0,12,2,0.5923146938864834,3,3,0.17264412697717962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
38,1,1,1,4,3,78,2,2,2,2,0,21,3,0.7046039496330908,4,2,0.3635544705136729,4,7,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
36,0,0,17,3,3,84,1,1,1,1,0,22,2,0.29252054583099973,2,3,0.2030797752460589,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
42,1,1,14,2,2,65,1,3,3,1,0,24,1,0.4876107370914441,3,3,0.6826550319280218,9,5,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
28,1,0,4,2,2,43,2,1,2,0,0,15,1,0.17805905640264535,2,3,0.24856535792740708,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
46,0,1,13,3,4,81,3,4,3,4,1,22,2,0.6169619812257081,3,2,0.6137467737159914,11,4,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
41,1,2,9,4,3,94,3,1,1,1,0,20,3,0.24605157487771523,2,3,0.25,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
28,1,2,6,3,4,56,2,2,3,4,0,23,2,0.22131809128143343,2,3,0.09507733610299661,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
38,1,1,1,4,3,78,2,2,2,2,0,21,3,0.7020256489064979,4,2,0.367164091530903,4,7,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
31,1,0,8,2,2,46,2,1,1,0,0,21,1,0.14809727963648725,0,3,0.15733619149108216,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
25,0,2,18,1,3,59,3,1,2,0,0,22,3,0.2330513890319992,3,3,0.3078399308059987,5,3,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
35,1,1,11,3,3,36,3,2,4,2,1,23,1,0.49995699094191637,2,3,0.5125451595109878,8,6,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
43,0,0,2,4,3,67,3,1,3,3,0,21,2,0.34513181585299,3,3,0.3719742369903101,6,4,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
41,1,2,9,4,3,94,3,1,1,1,0,20,2,0.19475848821044073,2,3,0.25,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
26,1,0,5,2,3,74,3,1,2,0,0,20,3,0.25,3,3,0.3330495443603072,5,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
42,1,0,1,2,3,76,2,3,2,1,0,22,4,0.8373344247255352,3,2,0.25,8,12,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
39,0,1,1,4,3,68,2,3,2,0,0,24,4,0.7357782773513913,1,2,0.7393728819563639,5,11,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
30,0,1,23,4,3,90,2,1,2,2,0,22,1,0.31610996595297775,1,3,0.3141846507780563,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
42,0,0,1,4,3,71,2,2,2,2,0,22,2,0.5511076544387823,3,3,0.3321123209464262,5,7,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
45,0,1,27,3,3,95,3,1,3,3,0,20,3,0.3278724384197675,3,3,0.2289209236472591,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
32,1,1,9,3,2,45,2,2,4,4,0,15,3,0.3277463120649305,5,2,0.33231032621819456,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
47,0,0,1,3,3,66,3,2,3,6,0,22,2,0.3571428571428571,2,3,0.3351601543286167,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
32,0,1,1,2,3,59,3,2,4,1,0,22,3,0.30380619502562345,3,3,0.42532867303587285,6,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
36,0,2,1,3,2,58,2,2,4,4,0,17,3,0.4180524261335451,2,3,0.281591745733704,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
38,0,1,1,4,2,63,2,2,3,0,0,24,3,0.7074510508641308,1,3,0.9368432729134523,5,10,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
30,0,1,2,3,3,71,3,1,2,1,0,20,3,0.039892292235686855,2,3,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
30,1,1,4,3,1,50,3,2,3,1,0,18,2,0.20994450515998095,3,3,0.25,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
40,0,2,6,2,3,91,2,1,2,1,0,20,4,0.22350856995734508,2,2,0.23145599897014157,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
40,1,1,5,2,3,41,2,3,2,2,1,21,3,0.7376056212069665,2,3,0.4755776940332088,9,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
40,0,1,1,3,3,80,2,3,2,0,0,21,4,0.6321440273615021,2,2,0.23735303754741782,2,8,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
41,1,2,9,4,3,94,3,1,1,1,0,20,2,0.20472012701105646,2,3,0.25,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
32,0,0,10,3,3,40,3,3,3,3,0,20,2,0.48555138478800364,2,3,0.5996198978386753,7,4,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
38,0,1,2,2,3,40,3,1,3,1,0,23,3,0.11751222370270674,2,3,0.16451711318378945,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
32,1,0,18,3,3,83,2,1,1,1,0,23,2,0.2401902113847708,2,3,0.3362662959386792,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
33,0,2,2,3,3,74,3,1,2,2,0,22,4,0.3993684006825792,2,3,0.13483743957528402,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
37,0,1,3,4,4,32,3,2,3,2,0,20,2,0.6682935279753043,2,3,0.15863343650074435,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
31,0,0,9,2,3,39,3,2,3,3,0,20,3,0.4379310899931478,2,3,0.5315517629952036,7,3,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
32,0,0,8,2,3,46,2,1,1,0,0,21,1,0.1703340905279099,0,3,0.18846772673907392,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
56,0,2,1,2,2,83,3,2,1,2,0,21,3,0.2578253361165773,3,3,0.28314656467585,4,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
42,1,2,16,2,3,63,2,3,2,1,0,23,1,0.47782139677175617,3,2,0.6689499554804588,9,5,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
42,0,2,23,3,3,34,3,2,4,1,0,25,1,0.6761341519584037,2,3,0.9465878127417652,11,11,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
30,0,2,9,3,3,93,2,1,1,5,0,18,2,0.1350652068168221,5,3,0.04886411192943871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
31,1,2,22,2,2,65,2,1,3,0,0,21,1,0.348475402836396,1,3,0.40146225588381784,0,6,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
36,0,2,13,3,2,69,3,2,1,3,0,20,3,0.3180607316023316,2,2,0.13089371969591967,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
44,0,2,7,4,4,74,2,2,1,7,1,22,1,0.6556593338427901,2,3,0.6823845803929893,10,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
53,0,0,1,4,3,59,3,2,3,1,0,21,1,0.4417949885662106,2,2,0.5975216399878248,10,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
45,0,1,7,4,1,76,3,2,2,5,0,18,3,0.426722251294865,1,3,0.34163449735665447,5,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
32,1,0,8,3,2,45,2,2,3,2,0,14,2,0.29683535449829546,5,2,0.3327847481488069,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
50,1,1,7,4,1,52,1,2,3,2,0,14,4,0.6426655090558269,2,3,0.20005961940485387,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
30,0,0,2,3,3,70,2,1,2,1,0,20,3,0.060878953005346015,2,3,0.06761526710374223,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
32,0,2,3,3,1,53,3,2,3,1,0,18,3,0.2711513406774375,3,3,0.2632686461580688,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
38,0,1,1,4,1,59,2,2,3,4,0,22,2,0.42239626535731023,2,4,0.4,3,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
36,1,1,9,3,3,36,3,2,4,2,1,22,2,0.5606833983976314,2,3,0.4487824316824871,8,6,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
29,0,2,23,2,3,81,3,1,3,1,0,23,2,0.35759512288328166,2,3,0.4981004838902169,6,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
50,1,1,7,4,1,52,1,2,3,2,0,14,4,0.6186676342551749,2,3,0.20752562489839002,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
43,0,1,2,2,3,35,3,2,1,1,0,19,3,0.30802457344245376,2,3,0.3531483957708471,6,2,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
30,0,2,23,2,2,63,2,1,3,0,0,21,2,0.3564736597538724,2,3,0.44953156182771076,0,6,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
38,1,2,1,3,3,73,3,1,4,3,0,21,2,0.3452064487099652,3,2,0.20331561127758055,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
49,0,2,12,3,4,81,3,2,3,7,0,20,2,0.4352329700414486,3,3,0.39707029974587216,4,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
